date,os,visits
1/31/2022,(not set),556
1/31/2022,Android,552
1/31/2022,(not set),519
1/31/2022,Windows Phone,474
1/31/2022,(not set),465
1/31/2022,iOS,456
1/31/2022,Macintosh,449
1/31/2022,Android,431
1/31/2022,(not set),418
1/31/2022,iOS,403
1/31/2022,iOS,388
1/31/2022,(not set),364
1/31/2022,Firefox OS,343
1/31/2022,Linux,339
1/31/2022,UNIX,328
1/31/2022,iOS,327
1/31/2022,FreeBSD,320
1/31/2022,(not set),318
1/31/2022,(not set),316
1/31/2022,Windows Phone,296
1/31/2022,Android,295
1/31/2022,(not set),291
1/31/2022,(not set),251
1/31/2022,(not set),217
1/31/2022,(not set),210
1/31/2022,BlackBerry,196
1/31/2022,(not set),196
1/31/2022,Linux,181
1/31/2022,(not set),174
1/31/2022,Android,173
1/31/2022,(not set),173
1/31/2022,iOS,159
1/31/2022,Macintosh,154
1/31/2022,(not set),150
1/31/2022,(not set),146
1/31/2022,(not set),140
1/31/2022,Samsung,140
1/31/2022,(not set),130
1/31/2022,Android,121
1/31/2022,(not set),120
1/31/2022,Playstation 3,110
1/31/2022,Linux,109
1/31/2022,Windows,106
1/31/2022,Windows,102
1/31/2022,Linux,102
1/31/2022,OpenBSD,100
1/31/2022,(not set),99
1/31/2022,Windows,95
1/31/2022,iOS,94
1/31/2022,(not set),83
1/31/2022,NetBSD,75
1/31/2022,Xbox,72
1/31/2022,iOS,72
1/31/2022,iOS,71
1/31/2022,iOS,69
1/31/2022,Windows,64
1/31/2022,(not set),63
1/31/2022,(not set),63
1/31/2022,(not set),58
1/31/2022,Windows,57
1/31/2022,(not set),55
1/31/2022,Android,54
1/31/2022,iOS,53
1/31/2022,Macintosh,50
1/31/2022,Nintendo 3DS,50
1/31/2022,SymbianOS,48
1/31/2022,Android,48
1/31/2022,Linux,47
1/31/2022,(not set),46
1/31/2022,Linux,45
1/31/2022,Android,44
1/31/2022,Macintosh,44
1/31/2022,(not set),43
1/31/2022,(not set),42
1/31/2022,Windows,40
1/31/2022,Sony,40
1/31/2022,(not set),39
1/31/2022,(not set),38
1/31/2022,iOS,38
1/31/2022,(not set),37
1/31/2022,(not set),37
1/31/2022,iOS,35
1/31/2022,Android,35
1/31/2022,iOS,34
1/31/2022,Android,34
1/31/2022,(not set),32
1/31/2022,Macintosh,32
1/31/2022,iOS,31
1/31/2022,SunOS,31
1/31/2022,Android,31
1/31/2022,Android,29
1/31/2022,Linux,29
1/31/2022,iOS,28
1/31/2022,Linux,28
1/31/2022,iOS,27
1/31/2022,FreeBSD,27
1/31/2022,iOS,27
1/31/2022,(not set),27
1/31/2022,Android,27
1/31/2022,(not set),26
1/31/2022,(not set),25
1/31/2022,(not set),25
1/31/2022,(not set),24
1/31/2022,(not set),23
1/31/2022,(not set),23
1/31/2022,OS/2,23
1/31/2022,SymbianOS,22
1/31/2022,Macintosh,22
1/31/2022,Tizen,22
1/31/2022,iOS,22
1/31/2022,iOS,21
1/31/2022,Tizen,21
1/31/2022,(not set),21
1/31/2022,Android,21
1/31/2022,(not set),20
1/31/2022,Windows,19
1/31/2022,OpenBSD,19
1/31/2022,(not set),19
1/31/2022,SymbianOS,18
1/31/2022,Playstation Vita,18
1/31/2022,Windows,17
1/31/2022,(not set),15
1/31/2022,(not set),15
1/31/2022,(not set),15
1/31/2022,(not set),14
1/31/2022,Nintendo 3DS,14
1/31/2022,(not set),14
1/31/2022,(not set),14
1/31/2022,(not set),13
1/31/2022,(not set),13
1/31/2022,Linux,13
1/31/2022,Windows,13
1/31/2022,Android,13
1/31/2022,Nokia,13
1/31/2022,(not set),13
1/31/2022,(not set),13
1/31/2022,(not set),13
1/31/2022,NetBSD,12
1/31/2022,(not set),12
1/31/2022,(not set),12
1/31/2022,(not set),11
1/31/2022,Linux,11
1/31/2022,(not set),11
1/31/2022,BlackBerry,11
1/31/2022,(not set),11
1/31/2022,(not set),11
1/31/2022,(not set),11
1/31/2022,(not set),11
1/31/2022,Macintosh,11
2/1/2022,iOS,24958806
2/1/2022,Windows,17111237
2/1/2022,Android,13418055
2/1/2022,Windows,5238361
2/1/2022,Macintosh,4285386
2/1/2022,Macintosh,3274893
2/1/2022,iOS,2080743
2/1/2022,Windows,1481743
2/1/2022,Chrome OS,1443384
2/1/2022,Android,1400400
2/1/2022,iOS,790976
2/1/2022,Windows,789934
2/1/2022,Android,737424
2/1/2022,Linux,566051
2/1/2022,Macintosh,286403
2/1/2022,Windows,127410
2/1/2022,Android,122233
2/1/2022,Android,113971
2/1/2022,iOS,103814
2/1/2022,Linux,99689
2/1/2022,Android,73079
2/1/2022,(not set),59173
2/1/2022,iOS,38799
2/1/2022,Linux,29969
2/1/2022,Macintosh,27051
2/1/2022,Android,26207
2/1/2022,(not set),26163
2/1/2022,iOS,20780
2/1/2022,Windows,17444
2/1/2022,Android,17354
2/1/2022,Macintosh,16428
2/1/2022,Windows,15658
2/1/2022,Android,14045
2/1/2022,(not set),10050
2/1/2022,Macintosh,9517
2/1/2022,Linux,8518
2/1/2022,(not set),7527
2/1/2022,(not set),5366
2/1/2022,(not set),4599
2/1/2022,Linux,4186
2/1/2022,Android,3773
2/1/2022,Linux,2877
2/1/2022,Windows,2819
2/1/2022,(not set),2027
2/1/2022,(not set),2008
2/1/2022,OS/2,1847
2/1/2022,Android,1640
2/1/2022,Tizen,1584
2/1/2022,iOS,1255
2/1/2022,Windows,1061
2/1/2022,BlackBerry,1018
2/1/2022,(not set),1008
2/1/2022,iOS,909
2/1/2022,Playstation 4,892
2/1/2022,iOS,789
2/1/2022,Windows,771
2/1/2022,Windows,768
2/1/2022,Android,728
2/1/2022,(not set),710
2/1/2022,(not set),695
2/1/2022,(not set),692
2/1/2022,(not set),549
2/1/2022,Windows Phone,547
2/1/2022,Macintosh,544
2/1/2022,Android,521
2/1/2022,(not set),481
2/1/2022,(not set),453
2/1/2022,(not set),450
2/1/2022,(not set),424
2/1/2022,(not set),416
2/1/2022,Android,416
2/1/2022,(not set),407
2/1/2022,iOS,392
2/1/2022,(not set),380
2/1/2022,(not set),377
2/1/2022,(not set),376
2/1/2022,iOS,355
2/1/2022,(not set),343
2/1/2022,Firefox OS,328
2/1/2022,Linux,315
2/1/2022,Windows Phone,312
2/1/2022,iOS,300
2/1/2022,iOS,300
2/1/2022,Android,296
2/1/2022,FreeBSD,267
2/1/2022,(not set),267
2/1/2022,UNIX,255
2/1/2022,Android,253
2/1/2022,(not set),252
2/1/2022,BlackBerry,238
2/1/2022,(not set),226
2/1/2022,(not set),225
2/1/2022,(not set),221
2/1/2022,Linux,200
2/1/2022,iOS,185
2/1/2022,(not set),181
2/1/2022,Linux,160
2/1/2022,(not set),146
2/1/2022,Android,145
2/1/2022,Windows,135
2/1/2022,(not set),134
2/1/2022,Linux,128
2/1/2022,Macintosh,128
2/1/2022,(not set),124
2/1/2022,(not set),116
2/1/2022,Samsung,114
2/1/2022,Linux,112
2/1/2022,(not set),110
2/1/2022,Windows,97
2/1/2022,(not set),95
2/1/2022,OpenBSD,94
2/1/2022,Android,94
2/1/2022,SymbianOS,92
2/1/2022,iOS,89
2/1/2022,Windows,89
2/1/2022,(not set),88
2/1/2022,Playstation 3,88
2/1/2022,iOS,85
2/1/2022,Android,85
2/1/2022,(not set),80
2/1/2022,Tizen,79
2/1/2022,iOS,78
2/1/2022,(not set),76
2/1/2022,Xbox,73
2/1/2022,Sony,72
2/1/2022,(not set),67
2/1/2022,(not set),66
2/1/2022,iOS,65
2/1/2022,Android,64
2/1/2022,(not set),59
2/1/2022,(not set),58
2/1/2022,Linux,57
2/1/2022,NetBSD,56
2/1/2022,Windows,56
2/1/2022,Android,56
2/1/2022,Linux,54
2/1/2022,(not set),52
2/1/2022,iOS,51
2/1/2022,Windows,51
2/1/2022,(not set),51
2/1/2022,(not set),51
2/1/2022,(not set),51
2/1/2022,iOS,48
2/1/2022,(not set),47
2/1/2022,Macintosh,45
2/1/2022,(not set),45
2/1/2022,Macintosh,44
2/1/2022,FreeBSD,42
2/1/2022,(not set),42
2/1/2022,iOS,42
2/1/2022,(not set),41
2/1/2022,iOS,41
2/1/2022,iOS,40
2/1/2022,Nintendo 3DS,40
2/1/2022,Android,38
2/1/2022,Android,37
2/1/2022,(not set),36
2/1/2022,(not set),36
2/1/2022,(not set),35
2/1/2022,(not set),34
2/1/2022,iOS,33
2/1/2022,(not set),33
2/1/2022,SymbianOS,30
2/1/2022,(not set),30
2/1/2022,iOS,30
2/1/2022,NetBSD,29
2/1/2022,(not set),29
2/1/2022,iOS,28
2/1/2022,OS/2,28
2/1/2022,(not set),27
2/1/2022,OpenBSD,27
2/1/2022,(not set),27
2/1/2022,Android,27
2/1/2022,Linux,26
2/1/2022,(not set),23
2/1/2022,SunOS,23
2/1/2022,Windows,23
2/1/2022,Macintosh,23
2/1/2022,Macintosh,23
2/1/2022,(not set),22
2/1/2022,Linux,21
2/1/2022,(not set),21
2/1/2022,iOS,21
2/1/2022,(not set),21
2/1/2022,(not set),20
2/1/2022,SymbianOS,20
2/1/2022,SymbianOS,20
2/1/2022,(not set),20
2/1/2022,(not set),20
2/1/2022,Macintosh,19
2/1/2022,(not set),19
2/1/2022,(not set),19
2/1/2022,(not set),18
2/1/2022,(not set),18
2/1/2022,(not set),18
2/1/2022,iOS,17
2/1/2022,(not set),17
2/1/2022,Android,17
2/1/2022,(not set),17
2/1/2022,(not set),17
2/1/2022,(not set),16
2/1/2022,(not set),16
2/1/2022,Playstation Vita,16
2/1/2022,Android,15
2/1/2022,NetBSD,15
2/1/2022,(not set),15
2/1/2022,Tizen,15
2/1/2022,(not set),14
2/1/2022,(not set),14
2/1/2022,Linux,14
2/1/2022,(not set),14
2/1/2022,(not set),14
2/1/2022,(not set),14
2/1/2022,Windows,14
2/1/2022,(not set),14
2/1/2022,(not set),14
2/1/2022,(not set),13
2/1/2022,(not set),13
2/1/2022,Windows,13
2/1/2022,(not set),13
2/1/2022,Linux,12
2/1/2022,Macintosh,12
2/1/2022,SymbianOS,12
2/1/2022,SymbianOS,12
2/1/2022,OS/2,12
2/1/2022,(not set),12
2/1/2022,NTT DoCoMo,11
2/1/2022,(not set),11
2/1/2022,(not set),11
2/1/2022,Android,11
2/1/2022,FreeBSD,11
2/1/2022,MOT,11
2/1/2022,BlackBerry,11
2/1/2022,FreeBSD,11
2/1/2022,(not set),11
2/1/2022,(not set),11
2/1/2022,(not set),11
2/1/2022,(not set),11
2/1/2022,(not set),11
2/2/2022,iOS,25722778
2/2/2022,Windows,16855086
2/2/2022,Android,13843865
2/2/2022,Windows,5182729
2/2/2022,Macintosh,4286601
2/2/2022,Macintosh,3228408
2/2/2022,iOS,2116684
2/2/2022,Windows,1477964
2/2/2022,Android,1427864
2/2/2022,Chrome OS,1368192
2/2/2022,iOS,800591
2/2/2022,Android,781834
2/2/2022,Windows,769921
2/2/2022,Linux,503715
2/2/2022,Macintosh,284414
2/2/2022,Windows,131145
2/2/2022,Android,126963
2/2/2022,Android,117550
2/2/2022,iOS,105062
2/2/2022,Linux,96852
2/2/2022,Android,74642
2/2/2022,(not set),62791
2/2/2022,iOS,41439
2/2/2022,Linux,30663
2/2/2022,Android,28776
2/2/2022,Macintosh,27331
2/2/2022,iOS,18755
2/2/2022,Windows,18491
2/2/2022,Android,17538
2/2/2022,(not set),16895
2/2/2022,Macintosh,16274
2/2/2022,Android,14862
2/2/2022,Windows,12550
2/2/2022,(not set),10078
2/2/2022,Linux,9825
2/2/2022,Macintosh,9629
2/2/2022,(not set),7548
2/2/2022,(not set),5129
2/2/2022,(not set),4660
2/2/2022,Linux,4271
2/2/2022,Android,3967
2/2/2022,Windows,3060
2/2/2022,Linux,3000
2/2/2022,(not set),2010
2/2/2022,(not set),1923
2/2/2022,OS/2,1894
2/2/2022,Windows,1813
2/2/2022,Tizen,1755
2/2/2022,Android,1430
2/2/2022,Windows,1193
2/2/2022,iOS,1169
2/2/2022,BlackBerry,1066
2/2/2022,Playstation 4,1060
2/2/2022,(not set),993
2/2/2022,iOS,922
2/2/2022,Windows,922
2/2/2022,iOS,755
2/2/2022,Android,745
2/2/2022,(not set),720
2/2/2022,(not set),691
2/2/2022,(not set),678
2/2/2022,(not set),673
2/2/2022,Windows Phone,646
2/2/2022,Android,616
2/2/2022,(not set),574
2/2/2022,(not set),551
2/2/2022,(not set),482
2/2/2022,(not set),470
2/2/2022,Macintosh,457
2/2/2022,(not set),427
2/2/2022,Android,421
2/2/2022,(not set),400
2/2/2022,(not set),375
2/2/2022,iOS,362
2/2/2022,Firefox OS,357
2/2/2022,Android,340
2/2/2022,iOS,329
2/2/2022,(not set),328
2/2/2022,Windows Phone,323
2/2/2022,Linux,323
2/2/2022,UNIX,314
2/2/2022,(not set),297
2/2/2022,Android,289
2/2/2022,iOS,270
2/2/2022,(not set),258
2/2/2022,(not set),252
2/2/2022,(not set),246
2/2/2022,FreeBSD,233
2/2/2022,(not set),224
2/2/2022,(not set),210
2/2/2022,(not set),207
2/2/2022,(not set),205
2/2/2022,BlackBerry,203
2/2/2022,Android,202
2/2/2022,iOS,188
2/2/2022,Linux,177
2/2/2022,Android,162
2/2/2022,(not set),156
2/2/2022,Linux,144
2/2/2022,Windows,141
2/2/2022,Samsung,126
2/2/2022,Linux,124
2/2/2022,(not set),122
2/2/2022,Macintosh,122
2/2/2022,Tizen,121
2/2/2022,(not set),118
2/2/2022,iOS,118
2/2/2022,Windows,108
2/2/2022,(not set),106
2/2/2022,Android,104
2/2/2022,(not set),103
2/2/2022,SymbianOS,103
2/2/2022,(not set),103
2/2/2022,iOS,101
2/2/2022,(not set),101
2/2/2022,(not set),95
2/2/2022,Playstation 3,91
2/2/2022,Linux,88
2/2/2022,(not set),87
2/2/2022,Windows,84
2/2/2022,Xbox,81
2/2/2022,iOS,75
2/2/2022,Macintosh,73
2/2/2022,iOS,72
2/2/2022,iOS,72
2/2/2022,(not set),70
2/2/2022,OpenBSD,68
2/2/2022,Linux,64
2/2/2022,Windows,62
2/2/2022,Sony,60
2/2/2022,Android,59
2/2/2022,(not set),59
2/2/2022,Linux,58
2/2/2022,(not set),58
2/2/2022,Android,57
2/2/2022,iOS,55
2/2/2022,(not set),55
2/2/2022,NetBSD,53
2/2/2022,(not set),53
2/2/2022,iOS,52
2/2/2022,(not set),52
2/2/2022,(not set),52
2/2/2022,(not set),52
2/2/2022,(not set),50
2/2/2022,Windows,49
2/2/2022,Nintendo 3DS,47
2/2/2022,(not set),46
2/2/2022,iOS,45
2/2/2022,iOS,44
2/2/2022,FreeBSD,43
2/2/2022,Android,43
2/2/2022,Macintosh,42
2/2/2022,(not set),39
2/2/2022,(not set),39
2/2/2022,iOS,37
2/2/2022,iOS,37
2/2/2022,(not set),37
2/2/2022,OpenBSD,35
2/2/2022,(not set),35
2/2/2022,iOS,34
2/2/2022,Android,34
2/2/2022,(not set),34
2/2/2022,Android,32
2/2/2022,Linux,32
2/2/2022,OS/2,31
2/2/2022,SymbianOS,30
2/2/2022,NetBSD,30
2/2/2022,(not set),30
2/2/2022,(not set),29
2/2/2022,(not set),28
2/2/2022,(not set),28
2/2/2022,Macintosh,26
2/2/2022,iOS,26
2/2/2022,SymbianOS,25
2/2/2022,Android,25
2/2/2022,Linux,24
2/2/2022,(not set),24
2/2/2022,Playstation Vita,24
2/2/2022,Macintosh,24
2/2/2022,(not set),23
2/2/2022,iOS,22
2/2/2022,Macintosh,22
2/2/2022,(not set),22
2/2/2022,(not set),22
2/2/2022,(not set),21
2/2/2022,(not set),21
2/2/2022,(not set),21
2/2/2022,iOS,20
2/2/2022,Tizen,20
2/2/2022,(not set),19
2/2/2022,Linux,19
2/2/2022,(not set),19
2/2/2022,(not set),19
2/2/2022,(not set),19
2/2/2022,(not set),19
2/2/2022,(not set),19
2/2/2022,(not set),19
2/2/2022,(not set),18
2/2/2022,(not set),18
2/2/2022,(not set),17
2/2/2022,(not set),17
2/2/2022,(not set),17
2/2/2022,(not set),16
2/2/2022,Macintosh,16
2/2/2022,(not set),16
2/2/2022,BlackBerry,16
2/2/2022,BlackBerry,16
2/2/2022,(not set),16
2/2/2022,(not set),15
2/2/2022,SunOS,15
2/2/2022,(not set),15
2/2/2022,SymbianOS,15
2/2/2022,SymbianOS,15
2/2/2022,Nokia,15
2/2/2022,(not set),15
2/2/2022,(not set),15
2/2/2022,(not set),15
2/2/2022,Linux,14
2/2/2022,NetBSD,14
2/2/2022,Windows,14
2/2/2022,(not set),14
2/2/2022,FreeBSD,14
2/2/2022,Android,13
2/2/2022,(not set),13
2/2/2022,(not set),13
2/2/2022,Nintendo WiiU,13
2/2/2022,SymbianOS,13
2/2/2022,OS/2,13
2/2/2022,(not set),12
2/2/2022,(not set),12
2/2/2022,(not set),12
2/2/2022,(not set),12
2/2/2022,Android,12
2/2/2022,PalmOS,12
2/2/2022,(not set),12
2/2/2022,(not set),12
2/2/2022,(not set),12
2/2/2022,(not set),12
2/2/2022,(not set),11
2/2/2022,iOS,11
2/2/2022,BlackBerry,11
2/2/2022,Windows,11
2/3/2022,iOS,25620334
2/3/2022,Windows,16205235
2/3/2022,Android,13665512
2/3/2022,Windows,5064618
2/3/2022,Macintosh,4205702
2/3/2022,Macintosh,3113169
2/3/2022,iOS,2087216
2/3/2022,Windows,1437531
2/3/2022,Android,1402411
2/3/2022,Chrome OS,1306442
2/3/2022,iOS,866616
2/3/2022,Android,791201
2/3/2022,Windows,730701
2/3/2022,Linux,528761
2/3/2022,Macintosh,277029
2/3/2022,Android,128304
2/3/2022,Windows,126759
2/3/2022,Android,116471
2/3/2022,iOS,105558
2/3/2022,Linux,93264
2/3/2022,Android,72930
2/3/2022,(not set),64340
2/3/2022,iOS,40068
2/3/2022,(not set),33005
2/3/2022,Linux,30704
2/3/2022,Android,28764
2/3/2022,Macintosh,27579
2/3/2022,Android,18641
2/3/2022,Windows,18220
2/3/2022,Macintosh,16156
2/3/2022,Android,14632
2/3/2022,iOS,14093
2/3/2022,(not set),10081
2/3/2022,Linux,9761
2/3/2022,Macintosh,9346
2/3/2022,Windows,8217
2/3/2022,Windows,7868
2/3/2022,(not set),7536
2/3/2022,(not set),5120
2/3/2022,Linux,4319
2/3/2022,Android,3659
2/3/2022,Linux,2876
2/3/2022,(not set),2487
2/3/2022,(not set),2174
2/3/2022,Windows,2033
2/3/2022,Tizen,2024
2/3/2022,(not set),2010
2/3/2022,OS/2,1867
2/3/2022,Android,1772
2/3/2022,iOS,1246
2/3/2022,BlackBerry,1051
2/3/2022,(not set),1004
2/3/2022,Playstation 4,942
2/3/2022,iOS,875
2/3/2022,Windows,870
2/3/2022,Windows,796
2/3/2022,(not set),738
2/3/2022,(not set),720
2/3/2022,(not set),694
2/3/2022,(not set),619
2/3/2022,Windows Phone,587
2/3/2022,Android,583
2/3/2022,(not set),563
2/3/2022,(not set),552
2/3/2022,Android,543
2/3/2022,(not set),488
2/3/2022,Macintosh,482
2/3/2022,Android,459
2/3/2022,(not set),458
2/3/2022,(not set),434
2/3/2022,iOS,423
2/3/2022,(not set),414
2/3/2022,(not set),409
2/3/2022,Linux,393
2/3/2022,iOS,375
2/3/2022,iOS,362
2/3/2022,Android,342
2/3/2022,iOS,329
2/3/2022,Windows Phone,315
2/3/2022,UNIX,314
2/3/2022,Firefox OS,312
2/3/2022,Android,262
2/3/2022,(not set),251
2/3/2022,Android,246
2/3/2022,(not set),240
2/3/2022,(not set),238
2/3/2022,(not set),235
2/3/2022,(not set),234
2/3/2022,(not set),227
2/3/2022,BlackBerry,220
2/3/2022,(not set),202
2/3/2022,(not set),201
2/3/2022,(not set),192
2/3/2022,Linux,188
2/3/2022,iOS,187
2/3/2022,FreeBSD,184
2/3/2022,Linux,174
2/3/2022,(not set),167
2/3/2022,Samsung,161
2/3/2022,(not set),153
2/3/2022,(not set),152
2/3/2022,Windows,145
2/3/2022,(not set),141
2/3/2022,(not set),139
2/3/2022,(not set),138
2/3/2022,Linux,136
2/3/2022,(not set),133
2/3/2022,Playstation 3,130
2/3/2022,Macintosh,121
2/3/2022,(not set),115
2/3/2022,(not set),110
2/3/2022,Android,109
2/3/2022,Linux,105
2/3/2022,(not set),95
2/3/2022,iOS,95
2/3/2022,iOS,93
2/3/2022,SymbianOS,93
2/3/2022,Xbox,90
2/3/2022,Windows,90
2/3/2022,iOS,87
2/3/2022,Sony,86
2/3/2022,iOS,84
2/3/2022,(not set),78
2/3/2022,iOS,75
2/3/2022,Windows,75
2/3/2022,Macintosh,73
2/3/2022,OpenBSD,72
2/3/2022,Windows,71
2/3/2022,Linux,69
2/3/2022,Tizen,66
2/3/2022,NetBSD,66
2/3/2022,iOS,66
2/3/2022,Linux,65
2/3/2022,(not set),63
2/3/2022,(not set),62
2/3/2022,(not set),61
2/3/2022,Android,59
2/3/2022,Android,52
2/3/2022,OpenBSD,51
2/3/2022,(not set),51
2/3/2022,Android,51
2/3/2022,(not set),51
2/3/2022,Android,50
2/3/2022,(not set),49
2/3/2022,Nintendo 3DS,48
2/3/2022,(not set),46
2/3/2022,NetBSD,45
2/3/2022,(not set),43
2/3/2022,Macintosh,42
2/3/2022,FreeBSD,41
2/3/2022,(not set),41
2/3/2022,(not set),40
2/3/2022,SunOS,38
2/3/2022,iOS,37
2/3/2022,iOS,36
2/3/2022,iOS,36
2/3/2022,Macintosh,35
2/3/2022,iOS,34
2/3/2022,(not set),34
2/3/2022,Windows,34
2/3/2022,(not set),33
2/3/2022,Playstation Vita,33
2/3/2022,(not set),32
2/3/2022,Android,32
2/3/2022,(not set),29
2/3/2022,(not set),29
2/3/2022,(not set),29
2/3/2022,SymbianOS,28
2/3/2022,(not set),28
2/3/2022,Linux,28
2/3/2022,Android,28
2/3/2022,(not set),27
2/3/2022,OS/2,27
2/3/2022,(not set),26
2/3/2022,(not set),26
2/3/2022,(not set),26
2/3/2022,(not set),24
2/3/2022,Android,22
2/3/2022,(not set),22
2/3/2022,Linux,21
2/3/2022,(not set),21
2/3/2022,(not set),21
2/3/2022,(not set),21
2/3/2022,Macintosh,21
2/3/2022,(not set),20
2/3/2022,(not set),20
2/3/2022,Tizen,20
2/3/2022,Android,19
2/3/2022,(not set),19
2/3/2022,(not set),19
2/3/2022,(not set),19
2/3/2022,(not set),18
2/3/2022,Windows,18
2/3/2022,Windows,18
2/3/2022,SymbianOS,18
2/3/2022,(not set),18
2/3/2022,(not set),18
2/3/2022,(not set),17
2/3/2022,Linux,17
2/3/2022,Nintendo WiiU,17
2/3/2022,(not set),17
2/3/2022,(not set),17
2/3/2022,Macintosh,16
2/3/2022,Linux,16
2/3/2022,iOS,16
2/3/2022,BlackBerry,15
2/3/2022,Windows,15
2/3/2022,(not set),15
2/3/2022,(not set),15
2/3/2022,iOS,14
2/3/2022,(not set),14
2/3/2022,(not set),14
2/3/2022,iOS,14
2/3/2022,Macintosh,14
2/3/2022,(not set),14
2/3/2022,Android,14
2/3/2022,iOS,13
2/3/2022,(not set),13
2/3/2022,iOS,13
2/3/2022,PalmOS,13
2/3/2022,(not set),13
2/3/2022,Android,13
2/3/2022,(not set),13
2/3/2022,MOT,13
2/3/2022,SymbianOS,13
2/3/2022,Nintendo 3DS,13
2/3/2022,(not set),13
2/3/2022,NetBSD,12
2/3/2022,(not set),12
2/3/2022,SymbianOS,12
2/3/2022,(not set),12
2/3/2022,(not set),12
2/3/2022,(not set),12
2/3/2022,iOS,11
2/3/2022,(not set),11
2/3/2022,(not set),11
2/3/2022,(not set),11
2/3/2022,iOS,11
2/3/2022,(not set),11
2/3/2022,(not set),11
2/3/2022,Android,11
2/3/2022,(not set),11
2/3/2022,Tizen,11
2/3/2022,OS/2,11
2/3/2022,SunOS,11
2/3/2022,iOS,11
2/4/2022,iOS,22472906
2/4/2022,Windows,13895456
2/4/2022,Android,12288762
2/4/2022,Windows,4378482
2/4/2022,Macintosh,3699745
2/4/2022,Macintosh,2645678
2/4/2022,iOS,1922197
2/4/2022,Android,1312218
2/4/2022,Windows,1288180
2/4/2022,Chrome OS,1038744
2/4/2022,iOS,761938
2/4/2022,Android,717498
2/4/2022,Windows,608790
2/4/2022,Linux,524954
2/4/2022,Macintosh,245905
2/4/2022,Android,118985
2/4/2022,Windows,111723
2/4/2022,Android,111158
2/4/2022,iOS,105920
2/4/2022,Linux,89078
2/4/2022,(not set),64371
2/4/2022,Android,63346
2/4/2022,iOS,42747
2/4/2022,(not set),30580
2/4/2022,Linux,28893
2/4/2022,Macintosh,25912
2/4/2022,Android,16956
2/4/2022,Android,15765
2/4/2022,Macintosh,14710
2/4/2022,Windows,14048
2/4/2022,Android,13032
2/4/2022,Linux,11415
2/4/2022,(not set),9804
2/4/2022,Macintosh,8509
2/4/2022,Windows,7907
2/4/2022,(not set),7551
2/4/2022,iOS,6023
2/4/2022,(not set),4650
2/4/2022,Linux,4352
2/4/2022,Android,3163
2/4/2022,Linux,2675
2/4/2022,Windows,2339
2/4/2022,Tizen,2265
2/4/2022,Windows,2102
2/4/2022,Android,1909
2/4/2022,(not set),1852
2/4/2022,(not set),1760
2/4/2022,OS/2,1746
2/4/2022,Linux,1440
2/4/2022,(not set),1184
2/4/2022,(not set),996
2/4/2022,iOS,996
2/4/2022,BlackBerry,972
2/4/2022,Playstation 4,917
2/4/2022,iOS,810
2/4/2022,Windows,778
2/4/2022,Windows,722
2/4/2022,(not set),720
