date,browser,os,visits
2022-01-29,Edge,Linux,3755
2022-01-29,Opera Mini,Android,2908
2022-01-29,Opera,Linux,2581
2022-01-29,SmartTraveler.iOS,(not set),2346
2022-01-29,Samsung Internet,Tizen,2313
2022-01-29,YaBrowser,Android,2197
2022-01-29,Safari,Windows,2061
2022-01-29,ThousandEyes,(not set),2016
2022-01-29,Firefox,OS/2,1562
2022-01-29,Coc Coc,Windows,1496
2022-01-29,Android Browser,Android,1082
2022-01-29,Sparkle,iOS,996
2022-01-29,Chrome,BlackBerry,935
2022-01-29,CloudWatchSynthetics,(not set),928
2022-01-29,Safari,Playstation 4,894
2022-01-29,YaBrowser,iOS,741
2022-01-29,NULL,(not set),722
2022-01-29,UC Browser,iOS,717
2022-01-29,Mozilla Compatible Agent,(not set),714
2022-01-29,IRS - TRG19-01Loeim,(not set),694
2022-01-29,casper,(not set),665
2022-01-29,Mozilla,Windows,643
2022-01-29,DoximityWebView,iOS,606
2022-01-29,SeaMonkey,Windows,604
2022-01-29,Safari,Windows Phone,562
2022-01-29,United States Postal Service - TRG19-01Loeim,(not set),559
2022-01-29,Amazon.com,Android,478
2022-01-29,Instagram 218.0.0.6.105,iOS,444
2022-01-29,Android Runtime,Android,428
2022-01-29,deepnoc - https:,(not set),421
2022-01-29,Carousel,(not set),412
2022-01-29,(not set),(not set),397
2022-01-29,BestBuy,iOS,363
2022-01-29,JovemNerdApp,(not set),337
2022-01-29,Walgreens,Android,317
2022-01-29,Puffin,Linux,281
2022-01-29,Internet Explorer,Windows Phone,280
2022-01-29,Chrome,UNIX,276
2022-01-29,YaBrowser,Macintosh,262
2022-01-29,Grailed,iOS,258
2022-01-29,Puffin,Android,257
2022-01-29,CypressBrowser,(not set),252
2022-01-29,Firefox,Firefox OS,250
2022-01-29,Coc Coc,Android,232
2022-01-29,Lawfully-Tracker,(not set),232
2022-01-29,Jetty,(not set),226
2022-01-29,[FBAN,(not set),218
2022-01-29,Firefox,FreeBSD,207
2022-01-29,BlackBerry,BlackBerry,189
2022-01-29,candroid,(not set),182
2022-01-29,iPhone,iOS,169
2022-01-29,Google-Test2,(not set),144
2022-01-29,SeaMonkey,Linux,139
2022-01-29,Opera Mini,Samsung,128
2022-01-29,Iron,iOS,123
2022-01-29,WordPress,(not set),122
2022-01-29,UC Browser,Windows,117
2022-01-29,Maxthon,Windows,104
2022-01-29,Edge,Xbox,100
2022-01-29,HRB-MOBILE-ANDROID-PHONE-MYBLOCK-v10.2.0,(not set),100
2022-01-29,HRB-MOBILE-ANDROID-PHONE-MYBLOCK-v10.1.0,(not set),98
2022-01-29,Mozilla,Linux,98
2022-01-29,Chrome,(not set),96
2022-01-29,Playstation 3,Playstation 3,91
2022-01-29,ZhihuHybrid DefaultBrowser osee2unifiedRelease,iOS,91
2022-01-29,MUDV4,(not set),86
2022-01-29,SeaMonkey,Macintosh,85
2022-01-29,HRB-MOBILE-IOS-PHONE-TAXES-FACEID-11.3.1,(not set),80
2022-01-29,Handshake iOS 4.11.0,(not set),80
2022-01-29,Firefox,iOS,75
2022-01-29,HRB-MOBILE-IOS-PHONE-MYBLOCK-FACEID,(not set),74
2022-01-29,Seznam,Windows,73
2022-01-29,Firefox,OpenBSD,70
2022-01-29,UA-name:iOSDasherWebView; client-version: 2.209.0.16044.220121,(not set),70
2022-01-29,HRB-MOBILE-IOS-PHONE-TAXES-FACEID-11.3.0,(not set),69
2022-01-29,Maxthon,Macintosh,67
2022-01-29,Mozilla Compatible Agent,Linux,63
2022-01-29,com.doximity.doximitydroid,Android,63
2022-01-29,Revolut,Android,61
2022-01-29,mozilla,(not set),61
2022-01-29,Seznam,Android,60
2022-01-29,Chrome,Tizen,58
2022-01-29,YaBrowser,Linux,54
2022-01-29,Drupal,(not set),52
2022-01-29,Coc Coc,Macintosh,49
2022-01-29,Maxthon,Android,49
2022-01-29,Firefox,NetBSD,48
2022-01-29,LeapPadUltimate,Linux,48
2022-01-29,Puffin,iOS,45
2022-01-29,Netscape,Windows,44
2022-01-29,Windows NT 6.1,(not set),43
2022-01-29,Microsoft Office Word 2014,(not set),41
2022-01-29,WWApp WWMobile,iOS,41
2022-01-29,BJS,iOS,39
2022-01-29,lua-resty-http,(not set),37
2022-01-29,Safari,SymbianOS,36
2022-01-29,Microsoft Office Excel 2014,(not set),35
2022-01-29,Safari,(not set),32
2022-01-29,search.marginalia.nu,(not set),32
2022-01-29,Welltory,Android,31
2022-01-29,AppleCoreMedia,iOS,30
2022-01-29,Mobile,iOS,30
2022-01-29,com.airfind.deltabrowser,Android,29
2022-01-29,DingTalkBot-LinkService,(not set),27
2022-01-29,HRB-MOBILE-IOS-PHONE-TAXES-TOUCHID-11.3.1,(not set),26
2022-01-29,MRCHROME,Windows,25
2022-01-29,Uzbl,Linux,25
2022-01-29,Seznam,iOS,24
2022-01-29,Booking.App,iOS,23
2022-01-29,Edge,Android,23
2022-01-29,Nintendo Browser,(not set),22
2022-01-29,Lore Document Collector 0796c8df5661a8fc945fece123861e0d,(not set),21
2022-01-29,"Not A;Brand"";v=""99""",(not set),21
2022-01-29,Safari,Tizen,21
2022-01-29,Airbnb,iOS,20
2022-01-29,HRB-MOBILE-IOS-PHONE-TAXES-11.3.1,(not set),20
2022-01-29,Lore Document Collector 16cdc1c0441e623ad417f48747de26d4,(not set),20
2022-01-29,Nintendo Browser,Nintendo 3DS,19
2022-01-29,WWApp WWMobile,Android,19
2022-01-29,YE,Android,19
2022-01-29,Puffin,Windows,18
2022-01-29,HRB-MOBILE-IOS-PHONE-MYBLOCK-TOUCHID,(not set),17
2022-01-29,User-Agent: Mozilla,iOS,17
2022-01-29,CkAndroidApp,(not set),16
2022-01-29,HRB-MOBILE-IOS-PHONE-MYBLOCK,(not set),16
2022-01-29,Playstation Vita Browser,Playstation Vita,16
2022-01-29,Edge,iOS,15
2022-01-29,NetFront,Sony,15
2022-01-29,pa11y,(not set),15
2022-01-29,Grammarly,(not set),14
2022-01-29,Opera Mini,BlackBerry,14
2022-01-29,desktop,(not set),14
2022-01-29,Konqueror,Linux,13
2022-01-29,LeapPadPlatinum,Linux,13
2022-01-29,OfferUp,Android,13
2022-01-29,Arachnys techteam@arachnys.com,(not set),12
2022-01-29,Firefox,SunOS,12
2022-01-29,Iron,Android,12
2022-01-29,Ruby,(not set),12
2022-01-29,Venmo,iOS,12
2022-01-29,BrowserNG,SymbianOS,11
2022-01-29,HRB-MOBILE-IOS-PHONE-TAXES-11.3.0,(not set),11
2022-01-29,HRB-MOBILE-IOS-PHONE-TAXES-TOUCHID-11.3.0,(not set),11
2022-01-29,Maxthon,iOS,11
2022-01-29,Mozilla,Macintosh,11
2022-01-29,Nintendo 3DS Browser,Nintendo 3DS,11
2022-01-29,Nokia Browser,SymbianOS,11
2022-01-30,Safari,iOS,15198670
2022-01-30,Chrome,Android,9402414
2022-01-30,Chrome,Windows,7125343
2022-01-30,Safari,Macintosh,2952445
2022-01-30,Edge,Windows,2122096
2022-01-30,Chrome,Macintosh,1952314
2022-01-30,Chrome,iOS,1454256
2022-01-30,Samsung Internet,Android,934501
2022-01-30,Firefox,Windows,759886
2022-01-30,Safari (in-app),iOS,637954
2022-01-30,Android Webview,Android,613927
2022-01-30,Chrome,Linux,541465
2022-01-30,Chrome,Chrome OS,467845
2022-01-30,Firefox,Macintosh,174566
2022-01-30,Internet Explorer,Windows,149466
2022-01-30,Welltory,iOS,99896
2022-01-30,Amazon Silk,Android,96342
2022-01-30,Opera,Windows,96147
2022-01-30,Firefox,Android,87744
2022-01-30,Opera,Android,61703
2022-01-30,Firefox,Linux,61121
2022-01-30,Emb,(not set),35531
2022-01-30,Samsung Internet,Linux,22986
2022-01-30,Mercari_d,iOS,21626
2022-01-30,Mozilla Compatible Agent,Macintosh,21373
2022-01-30,UC Browser,Android,15063
2022-01-30,bitdiscovery,(not set),10647
2022-01-30,TE_IEP,(not set),9957
2022-01-30,YaBrowser,Windows,9884
2022-01-30,Edge,Macintosh,9774
2022-01-30,Safari,Linux,9161
2022-01-30,Mercari_d,Android,8040
2022-01-30,ELB-HealthChecker,(not set),7545
2022-01-30,Opera,Macintosh,6558
2022-01-30,Safari,Windows,5571
2022-01-30,Opera Mini,(not set),4968
2022-01-30,Edge,Linux,3499
2022-01-30,Opera Mini,Android,3357
2022-01-30,Mozilla Compatible Agent,Windows,2433
2022-01-30,Opera,Linux,2431
2022-01-30,YaBrowser,Android,2268
2022-01-30,Samsung Internet,Tizen,2251
2022-01-30,SmartTraveler.iOS,(not set),2014
2022-01-30,ThousandEyes,(not set),2012
2022-01-30,Firefox,OS/2,1497
2022-01-30,Coc Coc,Windows,1307
2022-01-30,Android Browser,Android,1114
2022-01-30,DoximityWebView,iOS,1086
2022-01-30,Sparkle,iOS,976
2022-01-30,Mozilla,Windows,943
2022-01-30,CloudWatchSynthetics,(not set),929
2022-01-30,Chrome,BlackBerry,858
2022-01-30,Safari,Playstation 4,852
2022-01-30,YaBrowser,iOS,784
2022-01-30,casper,(not set),770
2022-01-30,NULL,(not set),720
2022-01-30,IRS - TRG19-01Loeim,(not set),693
2022-01-30,UC Browser,iOS,621
2022-01-30,Mozilla Compatible Agent,(not set),563
2022-01-30,United States Postal Service - TRG19-01Loeim,(not set),563
2022-01-30,Safari,Windows Phone,523
2022-01-30,SeaMonkey,Windows,507
2022-01-30,Android Runtime,Android,498
2022-01-30,Amazon.com,Android,497
2022-01-30,Carousel,(not set),413
2022-01-30,deepnoc - https:,(not set),384
2022-01-30,YaBrowser,Macintosh,359
2022-01-30,Walgreens,Android,343
2022-01-30,Instagram 218.0.0.6.105,iOS,337
2022-01-30,Puffin,Linux,306
2022-01-30,Chrome,UNIX,305
2022-01-30,Firefox,Firefox OS,300
2022-01-30,Internet Explorer,Windows Phone,292
2022-01-30,Lawfully-Tracker,(not set),261
2022-01-30,candroid,(not set),256
2022-01-30,CypressBrowser,(not set),251
2022-01-30,BestBuy,iOS,238
2022-01-30,Firefox,FreeBSD,226
2022-01-30,Coc Coc,Android,219
2022-01-30,Grailed,iOS,216
2022-01-30,Puffin,Android,216
2022-01-30,iPhone,iOS,190
2022-01-30,[FBAN,(not set),186
2022-01-30,BlackBerry,BlackBerry,172
2022-01-30,pa11y,(not set),172
2022-01-30,HRB-MOBILE-ANDROID-PHONE-MYBLOCK-v10.2.0,(not set),171
2022-01-30,(not set),(not set),156
2022-01-30,Microsoft Office Excel 2014,(not set),145
2022-01-30,SeaMonkey,Linux,136
2022-01-30,HRB-MOBILE-IOS-PHONE-TAXES-FACEID-11.3.1,(not set),127
2022-01-30,WordPress,(not set),127
2022-01-30,Opera Mini,Samsung,126
2022-01-30,UC Browser,Windows,121
2022-01-30,Playstation 3,Playstation 3,110
2022-01-30,Iron,iOS,107
2022-01-30,Maxthon,Windows,102
2022-01-30,com.doximity.doximitydroid,Android,99
2022-01-30,Microsoft Office Word 2014,(not set),98
2022-01-30,Handshake iOS 4.11.0,(not set),96
2022-01-30,Google-Test2,(not set),94
2022-01-30,Revolut,Android,87
2022-01-30,SeaMonkey,Macintosh,86
2022-01-30,Firefox,iOS,74
2022-01-30,ZhihuHybrid DefaultBrowser osee2unifiedRelease,iOS,73
2022-01-30,Firefox,OpenBSD,72
2022-01-30,Mozilla,Linux,71
2022-01-30,IE with Chrome Frame,Windows,68
2022-01-30,Seznam,Windows,67
2022-01-30,Chrome,(not set),66
2022-01-30,Maxthon,Macintosh,65
2022-01-30,YaBrowser,Linux,64
2022-01-30,Firefox,NetBSD,62
2022-01-30,Puffin,iOS,62
2022-01-30,HRB-MOBILE-IOS-PHONE-MYBLOCK-FACEID,(not set),61
2022-01-30,Edge,Xbox,59
2022-01-30,Drupal,(not set),58
2022-01-30,JovemNerdApp,(not set),58
2022-01-30,UA-name:iOSDasherWebView; client-version: 2.209.0.16044.220121,(not set),56
2022-01-30,LeapPadUltimate,Linux,55
2022-01-30,Netscape,Windows,53
2022-01-30,MUDV4,(not set),52
2022-01-30,User-Agent: Mozilla,iOS,50
2022-01-30,lua-resty-http,(not set),50
2022-01-30,Safari,SymbianOS,49
2022-01-30,Windows NT 6.1,(not set),48
2022-01-30,Seznam,Android,47
2022-01-30,Jetty,(not set),45
2022-01-30,mozilla,(not set),44
2022-01-30,NetFront,Sony,43
2022-01-30,Safari,(not set),43
2022-01-30,Coc Coc,Macintosh,41
2022-01-30,Seznam,iOS,41
2022-01-30,WWApp WWMobile,iOS,39
2022-01-30,Konqueror,Linux,38
2022-01-30,Maxthon,Android,34
2022-01-30,Mobile,iOS,34
2022-01-30,Chrome,Tizen,33
2022-01-30,Chrome,FreeBSD,32
2022-01-30,Welltory,Android,32
2022-01-30,WWApp WWMobile,Android,31
2022-01-30,UnitedCustomerFacingIPhone,(not set),29
2022-01-30,YE,Android,29
2022-01-30,HRB-MOBILE-IOS-PHONE-TAXES-11.3.1,(not set),28
2022-01-30,Uzbl,Linux,28
2022-01-30,Chrome,OpenBSD,26
2022-01-30,CkAndroidApp,(not set),26
2022-01-30,Nintendo Browser,Nintendo 3DS,26
2022-01-30,SeaMonkey,OS/2,26
2022-01-30,BJS,iOS,25
2022-01-30,Lore Document Collector 16cdc1c0441e623ad417f48747de26d4,(not set),25
2022-01-30,com.airfind.deltabrowser,Android,25
2022-01-30,Firefox,SunOS,24
2022-01-30,HRB-MOBILE-IOS-PHONE-MYBLOCK,(not set),24
2022-01-30,MRCHROME,Windows,24
2022-01-30,Podcasts,(not set),24
2022-01-30,Chrome,NetBSD,23
2022-01-30,Booking.App,iOS,22
2022-01-30,Lore Document Collector 0796c8df5661a8fc945fece123861e0d,(not set),22
2022-01-30,Mozilla,Macintosh,21
2022-01-30,BrowserNG,SymbianOS,20
2022-01-30,Mozilla Compatible Agent,Linux,20
2022-01-30,Playstation Vita Browser,Playstation Vita,20
2022-01-30,Venmo,iOS,18
2022-01-30,Arachnys techteam@arachnys.com,(not set),16
2022-01-30,HRB-MOBILE-IOS-PHONE-TAXES-TOUCHID-11.3.1,(not set),16
2022-01-30,Nintendo 3DS Browser,Nintendo 3DS,16
2022-01-30,Android,(not set),15
2022-01-30,Safari,Tizen,15
2022-01-30,iTunes,Macintosh,15
2022-01-30,Airbnb,iOS,14
2022-01-30,Galeon,Linux,14
2022-01-30,Nokia Browser,SymbianOS,14
2022-01-30,Bluebeam Revu Browser - cef version: 57.0.0.0,(not set),13
2022-01-30,DDG-Android-3.1.0,(not set),13
2022-01-30,Internet Explorer,Macintosh,13
2022-01-30,Links,Linux,13
2022-01-30,Nintendo Browser,(not set),13
2022-01-30,"Not A;Brand"";v=""99""",(not set),13
2022-01-30,ELinks,Linux,12
2022-01-30,LeapPadPlatinum,Linux,12
2022-01-30,Maxthon,iOS,12
2022-01-30,Opera,BlackBerry,12
2022-01-30,search.marginalia.nu,(not set),12
2022-01-30,Edge,iOS,11
2022-01-30,Grammarly,(not set),11
2022-01-30,HRB-MOBILE-IOS-TABLET-TAXES-TOUCHID-11.3.1,(not set),11
2022-01-30,Instagram 219.0.0.11.117,iOS,11
2022-01-30,Instagram 219.0.0.12.117 Android,(not set),11
2022-01-30,NetFront,Samsung,11
2022-01-30,Opera,(not set),11
2022-01-31,Safari,iOS,23179711
2022-01-31,Chrome,Windows,17446188
2022-01-31,Chrome,Android,12683922
2022-01-31,Edge,Windows,5358099
2022-01-31,Safari,Macintosh,4286384
2022-01-31,Chrome,Macintosh,3380967
2022-01-31,Chrome,iOS,2003743
2022-01-31,Firefox,Windows,1522988
2022-01-31,Samsung Internet,Android,1374816
2022-01-31,Chrome,Chrome OS,1358172
2022-01-31,Internet Explorer,Windows,789751
2022-01-31,Safari (in-app),iOS,774365
2022-01-31,Android Webview,Android,704192
2022-01-31,Chrome,Linux,542475
2022-01-31,Firefox,Macintosh,296322
2022-01-31,Opera,Windows,127949
2022-01-31,Amazon Silk,Android,121068
2022-01-31,Firefox,Android,112659
2022-01-31,Welltory,iOS,102829
2022-01-31,Firefox,Linux,99909
2022-01-31,Opera,Android,72442
2022-01-31,Emb,(not set),63006
2022-01-31,Mercari_d,iOS,45932
2022-01-31,Samsung Internet,Linux,29595
2022-01-31,Mozilla Compatible Agent,Macintosh,28228
2022-01-31,bitdiscovery,(not set),20067
2022-01-31,Mercari_d,Android,16470
2022-01-31,Edge,Macintosh,16418
2022-01-31,UC Browser,Android,15848
2022-01-31,YaBrowser,Windows,13260
2022-01-31,Safari,Windows,10909
2022-01-31,TE_IEP,(not set),10077
2022-01-31,Opera,Macintosh,10063
2022-01-31,Safari,Linux,9749
2022-01-31,ELB-HealthChecker,(not set),7552
2022-01-31,YaBrowser,Android,5668
2022-01-31,Opera Mini,(not set),5001
2022-01-31,Chrome,(not set),4413
2022-01-31,Edge,Linux,4267
2022-01-31,YaBrowser,iOS,3845
2022-01-31,Opera Mini,Android,3632
2022-01-31,Opera,Linux,2925
2022-01-31,Mozilla Compatible Agent,Windows,2348
2022-01-31,Samsung Internet,Tizen,2191
2022-01-31,ThousandEyes,(not set),2009
2022-01-31,Firefox,OS/2,1743
2022-01-31,SmartTraveler.iOS,(not set),1675
2022-01-31,Android Browser,Android,1535
2022-01-31,Sparkle,iOS,1296
2022-01-31,deepnoc - https:,(not set),1038
2022-01-31,Chrome,BlackBerry,1027
2022-01-31,CloudWatchSynthetics,(not set),1007
2022-01-31,Coc Coc,Windows,887
2022-01-31,Safari,Playstation 4,863
2022-01-31,Mozilla,Windows,787
2022-01-31,casper,(not set),749
2022-01-31,Mozilla Compatible Agent,(not set),722
2022-01-31,NULL,(not set),720
2022-01-31,UC Browser,iOS,704
2022-01-31,IRS - TRG19-01Loeim,(not set),697
2022-01-31,SeaMonkey,Windows,687
2022-01-31,Instagram 218.0.0.6.105,iOS,657
2022-01-31,Android Runtime,Android,598
2022-01-31,DoximityWebView,iOS,560
2022-01-31,United States Postal Service - TRG19-01Loeim,(not set),556
2022-01-31,Amazon.com,Android,552
2022-01-31,[FBAN,(not set),519
2022-01-31,Safari,Windows Phone,474
2022-01-31,candroid,(not set),465
2022-01-31,BestBuy,iOS,456
2022-01-31,YaBrowser,Macintosh,449
2022-01-31,Walgreens,Android,431
2022-01-31,Carousel,(not set),418
2022-01-31,User-Agent: Mozilla,iOS,403
2022-01-31,Grailed,iOS,388
2022-01-31,Microsoft Office Word 2014,(not set),364
2022-01-31,Firefox,Firefox OS,343
2022-01-31,Puffin,Linux,339
2022-01-31,Chrome,UNIX,328
2022-01-31,Iron,iOS,327
2022-01-31,Firefox,FreeBSD,320
2022-01-31,Lawfully-Tracker,(not set),318
2022-01-31,(not set),(not set),316
2022-01-31,Internet Explorer,Windows Phone,296
2022-01-31,Puffin,Android,295
2022-01-31,lua-resty-http,(not set),291
2022-01-31,CypressBrowser,(not set),251
2022-01-31,HRB-MOBILE-IOS-PHONE-TAXES-FACEID-11.3.1,(not set),217
2022-01-31,Handshake iOS 4.11.0,(not set),210
2022-01-31,BlackBerry,BlackBerry,196
2022-01-31,Drupal,(not set),196
2022-01-31,SeaMonkey,Linux,181
2022-01-31,HRB-MOBILE-ANDROID-PHONE-MYBLOCK-v10.2.0,(not set),174
2022-01-31,Coc Coc,Android,173
2022-01-31,pa11y,(not set),173
2022-01-31,iPhone,iOS,159
2022-01-31,SeaMonkey,Macintosh,154
2022-01-31,com.lyft.android.driver:android:12:1003.49.3.1642580091,(not set),150
2022-01-31,com.lyft.android.driver:android:11:1003.49.3.1642580091,(not set),146
2022-01-31,Microsoft Office Excel 2014,(not set),140
2022-01-31,Opera Mini,Samsung,140
2022-01-31,HRB-MOBILE-IOS-PHONE-MYBLOCK-FACEID,(not set),130
2022-01-31,Revolut,Android,121
2022-01-31,WordPress,(not set),120
2022-01-31,Playstation 3,Playstation 3,110
2022-01-31,Mozilla,Linux,109
2022-01-31,UC Browser,Windows,106
2022-01-31,Seznam,Windows,102
2022-01-31,YaBrowser,Linux,102
2022-01-31,Firefox,OpenBSD,100
2022-01-31,MUDV4,(not set),99
2022-01-31,Maxthon,Windows,95
2022-01-31,Mobile,iOS,94
2022-01-31,UA-name:iOSDasherWebView; client-version: 2.209.0.16044.220121,(not set),83
2022-01-31,Firefox,NetBSD,75
2022-01-31,Edge,Xbox,72
2022-01-31,ZhihuHybrid DefaultBrowser osee2unifiedRelease,iOS,72
2022-01-31,Puffin,iOS,71
2022-01-31,Firefox,iOS,69
2022-01-31,IE with Chrome Frame,Windows,64
2022-01-31,Bluebeam Revu Browser - cef version: 57.0.0.0,(not set),63
2022-01-31,com.lyft.android.driver:android:10:1003.49.3.1642580091,(not set),63
2022-01-31,{self.chrome_ua},(not set),58
2022-01-31,Netscape,Windows,57
2022-01-31,Google-Test2,(not set),55
2022-01-31,Seznam,Android,54
2022-01-31,Seznam,iOS,53
2022-01-31,Coc Coc,Macintosh,50
2022-01-31,Nintendo Browser,Nintendo 3DS,50
2022-01-31,Safari,SymbianOS,48
2022-01-31,YE,Android,48
2022-01-31,Konqueror,Linux,47
2022-01-31,Papers,(not set),46
2022-01-31,LeapPadUltimate,Linux,45
2022-01-31,Maxthon,Android,44
2022-01-31,Maxthon,Macintosh,44
2022-01-31,HRB-MOBILE-IOS-PHONE-TAXES-11.3.1,(not set),43
2022-01-31,Windows NT 6.1,(not set),42
2022-01-31,MRCHROME,Windows,40
2022-01-31,NetFront,Sony,40
2022-01-31,HRB-MOBILE-IOS-PHONE-TAXES-TOUCHID-11.3.1,(not set),39
2022-01-31,Safari,(not set),38
2022-01-31,WWApp WWMobile,iOS,38
2022-01-31,Arachnys techteam@arachnys.com,(not set),37
2022-01-31,com.lyft.android.driver:android:11:1003.43.3.1638951197,(not set),37
2022-01-31,BJS,iOS,35
2022-01-31,com.doximity.doximitydroid,Android,35
2022-01-31,OSUWMC,iOS,34
2022-01-31,Welltory,Android,34
2022-01-31,JovemNerdApp,(not set),32
2022-01-31,Mozilla,Macintosh,32
2022-01-31,Booking.App,iOS,31
2022-01-31,Firefox,SunOS,31
2022-01-31,com.airfind.deltabrowser,Android,31
2022-01-31,Edge,Android,29
2022-01-31,Uzbl,Linux,29
2022-01-31,Edge,iOS,28
2022-01-31,Mozilla Compatible Agent,Linux,28
2022-01-31,Airbnb,iOS,27
2022-01-31,Chrome,FreeBSD,27
2022-01-31,Instagram 219.0.0.11.117,iOS,27
2022-01-31,Nintendo Browser,(not set),27
2022-01-31,WWApp WWMobile,Android,27
2022-01-31,Iframely,(not set),26
2022-01-31,CkAndroidApp,(not set),25
2022-01-31,mozilla,(not set),25
2022-01-31,com.lyft.android.driver:android:9:1003.49.3.1642580091,(not set),24
2022-01-31,HRB-MOBILE-ANDROID-PHONE-MYBLOCK-v10.1.0,(not set),23
2022-01-31,HRB-MOBILE-IOS-PHONE-MYBLOCK,(not set),23
2022-01-31,SeaMonkey,OS/2,23
2022-01-31,BrowserNG,SymbianOS,22
2022-01-31,Internet Explorer,Macintosh,22
2022-01-31,Safari,Tizen,22
2022-01-31,Venmo,iOS,22
2022-01-31,AppleCoreMedia,iOS,21
2022-01-31,Chrome,Tizen,21
2022-01-31,Lore Document Collector 0796c8df5661a8fc945fece123861e0d,(not set),21
2022-01-31,OfferUp,Android,21
2022-01-31,Microsoft Office Word 2013,(not set),20
2022-01-31,"""Mozilla",Windows,19
2022-01-31,Chrome,OpenBSD,19
2022-01-31,Lore Document Collector 16cdc1c0441e623ad417f48747de26d4,(not set),19
2022-01-31,Nokia Browser,SymbianOS,18
2022-01-31,Playstation Vita Browser,Playstation Vita,18
2022-01-31,Microsoft Office Word 2014,Windows,17
2022-01-31,Android,(not set),15
2022-01-31,HRB-MOBILE-IOS-PHONE-MYBLOCK-TOUCHID,(not set),15
2022-01-31,Instagram 219.0.0.12.117 Android,(not set),15
2022-01-31,Microsoft Office PowerPoint 2014,(not set),14
2022-01-31,Nintendo 3DS Browser,Nintendo 3DS,14
2022-01-31,Podcasts,(not set),14
2022-01-31,UnitedCustomerFacingIPhone,(not set),14
2022-01-31,"""Datakudo 1.0",(not set),13
2022-01-31,EtsyInc,(not set),13
2022-01-31,Links,Linux,13
2022-01-31,Microsoft Office Excel 2014,Windows,13
2022-01-31,Mozilla Compatible Agent,Android,13
2022-01-31,Nokia6280,Nokia,13
2022-01-31,com.lyft.android.driver:android:10:1003.43.3.1638951197,(not set),13
2022-01-31,com.lyft.android.driver:android:11:1003.48.31.1642205627,(not set),13
2022-01-31,com.lyft.android.driver:android:12:1003.43.3.1638951197,(not set),13
2022-01-31,Chrome,NetBSD,12
2022-01-31,DDG-Android-3.1.0,(not set),12
2022-01-31,Jetty,(not set),12
2022-01-31,AloIOS,(not set),11
2022-01-31,Galeon,Linux,11
2022-01-31,Grammarly,(not set),11
2022-01-31,Opera,BlackBerry,11
2022-01-31,SEBot-WA,(not set),11
2022-01-31,Shop Service,(not set),11
2022-01-31,Web App,(not set),11
2022-01-31,desktop,(not set),11
2022-01-31,iTunes,Macintosh,11
2022-02-01,Safari,iOS,24958806
2022-02-01,Chrome,Windows,17111237
2022-02-01,Chrome,Android,13418055
2022-02-01,Edge,Windows,5238361
2022-02-01,Safari,Macintosh,4285386
2022-02-01,Chrome,Macintosh,3274893
2022-02-01,Chrome,iOS,2080743
2022-02-01,Firefox,Windows,1481743
2022-02-01,Chrome,Chrome OS,1443384
2022-02-01,Samsung Internet,Android,1400400
2022-02-01,Safari (in-app),iOS,790976
2022-02-01,Internet Explorer,Windows,789934
2022-02-01,Android Webview,Android,737424
2022-02-01,Chrome,Linux,566051
2022-02-01,Firefox,Macintosh,286403
2022-02-01,Opera,Windows,127410
2022-02-01,Amazon Silk,Android,122233
2022-02-01,Firefox,Android,113971
2022-02-01,Welltory,iOS,103814
2022-02-01,Firefox,Linux,99689
2022-02-01,Opera,Android,73079
2022-02-01,Emb,(not set),59173
2022-02-01,Mercari_d,iOS,38799
2022-02-01,Samsung Internet,Linux,29969
2022-02-01,Mozilla Compatible Agent,Macintosh,27051
